,1-qC1-637,1-qD-2017,1-qD-4525,1-qE2-2,1-qE3-706,10-qA3-143,10-qA3-2592,10-qB4-6488,10-qB5-221,10-qB5-5404,10-qC1-117,10-qC1-12816,10-qC1-1527,10-qC1-2617,10-qC1-875,10-qC2-545,11-qB1-590,11-qE1-252,11-qE1-3997,11-qE1-9443,12-qE-23911,12-qE-7089,13-qA3-213,13-qA3-355,13-qA5-156,13-qA5-208,13-qA5-464,13-qA5-703,13-qA5-967,13-qB1-1517,14-qA3-19970,14-qA3-2286,14-qA3-284,14-qA3-3095,14-qC1-1010,14-qC1-1261,15-qD1-17920,15-qD1-4001,15-qD3-14639,15-qE1-1119,15-qE1-3710,15-qE1-8387,17-qA3-26735,17-qA3-27363,17-qA3-352,17-qC-59,17-qC-935,17-qE1-7037,18-qE1-1295,18-qE1-36451,19-qC2-1361,2-qE1-35981,2-qE5-4,2-qF1-2536,2-qG3-1029,3-qA2-617,3-qA3-2052,4-qB3-277,4-qB3-3994,4-qB3-639,4-qC5-17839,4-qD2-2182,4-qD2-349,4-qD3-2082,5-qF-14224,5-qF-14508,5-qF-4633,5-qG2-2301,5-qG2-950,5-qG3-23659,6-qC3-100,6-qC3-2394,6-qC3-6258,6-qD1-2831,6-qF3-1063,6-qF3-28913,6-qF3-3040,6-qF3-8009,7-qB5-6255,7-qD1-16444,7-qD1-19431,7-qD1-654,7-qD1-9417,7-qD2-11976,7-qD2-24830,7-qD2-40,7-qF3-246,7-qF3-3125,8-qA2-343,8-qA4-155,8-qA4-332,8-qC5-2209,8-qC5-8200,8-qE1-3748,9-qA1-178,9-qA5-1495,9-qA5-24188,9-qC-10667,9-qC-31469,9-qF4-150,pi-1700006A11Rik,pi-1700016M24Rik,pi-Abl2,pi-Acvr2b,pi-Ankrd11,pi-Arhgap20,pi-Asb1,pi-Atxn1l,pi-BC026590,pi-Bcl2l13,pi-Bend4,pi-Cbfa2t2,pi-Cbl,pi-Cbx5,pi-Ccdc117,pi-Ccrn4l,pi-Cdc42ep3,pi-Cmtm4,pi-Cramp1l,pi-Crkl,pi-Ctdsp2,pi-D10Wsu102e,pi-D730040F13Rik,pi-Dcaf7,pi-Ddx19b,pi-Dnmt3a,pi-Eif2c2,pi-Eif4ebp2,pi-Elk4,pi-Exoc8,pi-Exog,pi-Eya3,pi-Fam168b,pi-Fam53b,pi-Fbxl18,pi-Foxo3,pi-Fth1,pi-Gabpb2,pi-Gan,pi-Gm5878,pi-Gtf3c4,pi-Hic2,pi-Hif1an,pi-Hinfp,pi-Hist1h1a,pi-Hjurp,pi-Hmbox1,pi-Igf2bp1,pi-Igsf9b,pi-Il17rd,pi-Ing5,pi-Ip6k,pi-Ipmk,pi-Kcng3,pi-Kctd7,pi-Klf13,pi-Klhl11,pi-Lpp,pi-Lsmd1,pi-Luzp1,pi-Mafg,pi-Map3k9,pi-March08,pi-Mcart1,pi-Mgll,pi-Mlc1,pi-Mlec,pi-Mllt6,pi-Mrs2,pi-Ndst1,pi-Nr2c2,pi-Nsd1,pi-Phf20,pi-Pou6f1,pi-Ppm1f,pi-Ppp1r12b,pi-Ppp1r15b,pi-Rab11fip4,pi-Rad54l2,pi-Rc3h1,pi-Rcan3,pi-Rnf169,pi-Rplp1,pi-Shank3,pi-Slc43a2,pi-Smcr8,pi-Snx30,pi-Socs7,pi-Ssh1,pi-Strbp,pi-Tacc1,pi-Tbl2,pi-Tef,pi-Tet3,pi-Tfcp2l1,pi-Tktl2,pi-Tmem194,pi-Uhmk1,pi-Uhrf1bp1,pi-Wdfy3,pi-Wipf2,pi-Zbtb37,pi-Zbtb49,pi-Zdhhc23,pi-Zfp280b,pi-Zfp346,pi-Zfp382,pi-Zfp652,pi-Zfp866,pi-Zmat3,pi-Zyg11a,pi-Zyg11b
F0_CTRL7,-0.165274196,0.723471947,1.555963689,-0.322827743,-0.079863753,-2.96265347,0.979838164,2.284401594,-2.772111859,2.455055173,-8.492927423,3.135518623,1.695034622,1.752753203,0.839451401,-0.347478243,-1.127629591,-1.79722786,0.798736937,2.539566511,4.459631764,2.640832241,-1.022056216,-1.670530107,-1.892839153,-1.424915371,0.742649701,0.681875763,-0.327725139,0.497113054,3.895314815,1.438643929,-1.259597576,1.837029621,1.251630615,1.494168685,4.048734172,1.724788811,3.36821068,-0.327725139,1.721102054,2.76388257,4.073582121,4.562900825,0.05111362,-4.277158421,-0.619570366,3.087383757,0.073731782,5.172110521,1.413113815,4.955414867,-4.50552662,0.961460054,1.730913089,-1.810514593,1.2277905,1.634975807,1.69753709,2.448292216,4.147155375,0.887740326,-1.404481105,1.207046252,3.503509676,3.786181043,3.061721568,1.003992952,1.511279107,4.378801142,-0.595866487,0.91555196,2.579391247,1.037551795,0.110677858,4.522787114,1.759962272,2.915886454,1.871889132,3.317986858,4.010925218,-0.347478243,3.148720781,3.36699587,4.382887934,-2.371687316,-1.864886232,1.71863911,-0.269998581,-1.531541294,-0.196370468,1.402472183,2.601967629,1.587268114,-3.052466474,0.522199538,4.421955497,3.13362296,4.87727159,-3.520390255,0.711358544,-3.748758453,-2.772111859,-8.787499241,-2.580689737,-0.450398844,-0.770357444,-3.398557732,-4.877839108,-4.34943914,-4.775628869,-2.90566718,0.544147508,-0.968178975,-2.51483619,-8.343366001,-1.90701592,-4.425428148,-4.142387293,-3.215428494,7.01755475,-6.133077722,1.133894854,-2.991990287,-2.188558078,-2.697400523,0.164424775,-0.668147205,-3.563334156,-4.877839108,-8.494143893,-4.208240839,-1.611025689,-2.223417589,-6.733758408,-2.333205649,-1.259597576,-5.235111255,-0.810580571,1.479757474,-3.798982275,-3.398557732,-4.987627168,-8.296840157,-8.787499241,-2.493519839,-2.154500007,-8.787499241,-5.106207306,-3.960756752,-3.904845933,-2.850791986,-3.322568724,-4.425428148,-2.333205649,-3.115516877,-1.553819321,1.24485821,-8.444975258,1.540754904,-5.904709524,-5.706887992,-2.697400523,-5.532397036,-2.088646461,-2.010243995,-1.520526664,-3.250288005,-3.322568724,-4.425428148,-1.599406328,-1.587877392,-4.208240839,-3.181370423,-8.368237311,-3.083656276,-3.052466474,-4.07933689,-4.142387293,-2.626276744,-1.136070986,-2.877975517,-3.285987585,-8.275727199,-4.680017576,-6.403179972,-2.933886336,-2.41119528,-3.148077767,-3.607560153,-1.921329662,0.153830254,-2.721888037,-3.700181614,-3.563334156,-8.51314054,0.584443578,-3.904845933,-4.208240839,-0.352457948,-3.478656204,-3.115516877,-8.293592495,-3.478656204,-4.877839108,-6.133077722,-0.059258958,-1.892839153,-4.425428148,-3.360076065,-8.357677766,-3.960756752
F0_CTRL8,0.450665864,1.744698932,2.575512973,-2.369679253,-0.114710213,-1.549942189,2.327869522,3.507376148,-2.285388577,3.705691849,-3.200742012,4.584039954,3.163750575,3.011442158,1.887765418,0.662486477,-0.307955781,-1.030977045,2.266306606,4.08453449,6.218892357,4.069542487,-0.381160083,-1.007612632,-0.769862276,-0.549566183,2.088210303,2.297367729,0.621597417,1.305453189,5.533271504,2.19309524,-0.697490788,3.201553528,2.426428227,2.881078383,5.711496858,3.149852566,4.936524534,0.716445722,2.727945874,4.266521254,5.950815778,6.284371662,0.858467728,-3.410873934,1.045654066,4.373735963,0.871271214,6.879157218,2.773365788,6.595135901,-6.839960182,1.724779561,3.170985229,-0.262513301,2.091937242,2.718542457,2.951254183,3.555124495,5.852783256,2.168366435,-0.659281054,2.165992373,5.005015217,5.230091421,4.215932695,1.811896097,1.031788561,6.062162679,-0.232881763,2.338631267,3.965233226,2.289655682,1.150510412,6.069648067,2.949011111,4.269955055,3.004215641,4.822862021,5.517249619,0.289547585,4.534594485,4.6044349,6.02544869,-4.617256747,-2.352482221,2.876399118,0.511684724,-0.81758073,0.390757704,2.292965145,4.024546724,2.621520502,-1.765510036,1.42547557,6.126306851,4.759828514,6.682308112,-2.440268345,1.730933585,-2.252812706,-3.258167616,-5.665842974,-3.091420658,0.208519861,0.792957125,-5.061673758,-3.145199559,-3.726111297,-6.414260413,-4.37485922,1.996211601,-1.765510036,-1.729595763,-8.962006696,-2.422343383,-5.061673758,-5.061673758,-4.37485922,6.875182842,-4.553328667,-0.025771515,-3.804911229,-1.21293546,-4.162846239,0.972761924,-0.880977059,-4.113744451,-3.726111297,-7.787889488,-5.665842974,-4.553328667,-2.671612697,-7.787889488,-3.804911229,-2.756325002,-4.979028436,-0.81758073,2.889623608,-4.900228504,-4.553328667,-5.665842974,-7.409908172,-8.962006696,-3.317608559,-3.44313954,-10.9118477,-6.613772281,-7.10107495,-5.665842974,-3.509575234,-3.229211474,-8.962006696,-1.21293546,-5.148559114,-1.865179552,0.397519761,-10.1361239,0.782236247,-10.96020507,-8.275192158,-4.683692442,-5.665842974,-2.513927474,-1.416818668,-3.172743142,-5.548976427,-2.734746455,-6.613772281,-0.838450313,-2.845497858,-4.162846239,-2.495210234,-5.548976427,-4.265537866,-5.240143205,-4.265537866,-5.240143205,-3.229211474,-2.915599989,-3.650814764,-5.665842974,-7.787889488,-3.88755655,-5.926957743,-4.432284823,-4.683692442,-5.439655073,-1.69442717,-2.174012774,1.236963046,-5.061673758,-3.974441906,-4.617256747,-4.319316766,1.777884007,-3.93044221,-7.10107495,0.19336188,-7.409908172,-3.172743142,-8.275192158,-4.683692442,-3.765053082,-4.213413966,0.679712657,-0.902647628,-10.1361239,-2.756325002,-6.235790965,-4.491725767
F0_CTRL9,-0.285391668,0.238444931,1.372157244,-1.02536188,-1.216306326,-3.02121059,1.439805415,2.48901648,-1.673225617,2.419237179,-3.076287998,2.921189711,1.877959797,1.788661478,0.898062112,-0.027631152,-0.52843312,-1.630921841,1.25000873,2.369000002,4.527548255,2.70403591,-0.568146539,-2.342069666,-0.650970355,-2.411576996,1.497141048,1.467507987,-0.244510057,-0.062798591,3.856150488,1.154277494,-1.930742273,1.772557832,1.004633393,1.687116588,4.089413627,1.636901169,3.274583407,-0.353281959,1.460004742,2.640669722,3.730491451,4.211975855,0.412906503,-4.331646866,-0.433634991,2.743067502,0.44341726,5.106140448,0.458436721,4.751548889,-3.534032963,0.653931977,1.883598096,-0.661661818,0.868277852,1.465011189,1.516567332,2.206996197,4.284700129,1.272991537,-1.400013197,1.320660381,3.481250486,3.498720804,2.867706033,0.397408537,1.437260727,4.359484047,-0.832211074,1.281517626,2.48156432,1.151182312,0.161148189,4.44431278,1.557009084,2.936768777,1.860913006,3.012263026,3.742086427,-0.598657297,3.163424781,3.114218684,4.256929453,-2.819597015,-3.255211139,1.849436842,-1.039194952,-2.093062527,-0.55811641,1.068313262,2.362259214,1.479928301,-2.121962047,0.636401699,4.299106742,3.300388407,4.844469448,-4.087851797,0.658281841,-2.773263661,-3.696353216,-5.482304252,-2.093062527,-0.189134056,0.013480808,-8.244757942,-3.78482746,-4.79639126,-8.107541603,-1.831763463,0.930858505,-0.705228578,-2.376409558,-3.387973357,-1.651920449,-2.411576996,-2.867449764,-4.331646866,6.625493855,-4.470740453,0.117766454,-2.447612854,-0.998082991,-2.447612854,0.402592834,-1.98286846,-1.280465144,-3.61293748,-6.819518859,-3.78482746,-2.181536771,-1.330505866,-8.254023579,-1.98286846,-0.881270419,-4.470740453,-1.831763463,1.609999429,-3.879013563,-7.831082658,-7.831082658,-4.331646866,-5.482304252,-3.534032963,-2.968136448,-7.831082658,-5.807955059,-5.807955059,-3.255211139,-2.151445435,-3.02121059,-4.20466437,-1.02536188,-2.308519267,-1.589809881,1.437260727,-4.20466437,2.265909466,-3.979700247,-5.807955059,-2.684789417,-3.78482746,-1.651920449,-3.255211139,-2.968136448,-2.411576996,-2.867449764,-4.20466437,-0.761582223,-1.23208354,-4.470740453,-2.867449764,-4.470740453,-3.02121059,-3.387973357,-2.342069666,-2.342069666,-2.867449764,-2.03692568,-3.387973357,-2.522469163,-7.831082658,-2.308519267,-4.20466437,-2.601373681,-5.807955059,-6.227791969,-1.98286846,-0.932036514,0.191364136,-3.459176653,-1.472997308,-3.879013563,-6.819518859,0.860735829,-2.601373681,-8.192310907,-0.397375285,-5.807955059,-2.916924945,-4.331646866,-8.368438623,-5.482304252,-5.21622817,-0.04862976,-0.971304661,-8.273097446,-3.255211139,-3.879013563,-2.411576996
F0_HFD4,-0.051675944,0.855466547,1.880476214,-2.141787534,-0.402691032,-2.292925256,1.54273317,2.553177959,-2.673698973,2.77219137,-3.6359577,3.481726114,2.199003976,2.086714058,1.108413383,0.534688144,-0.510451681,-0.953685676,1.398399643,2.933476659,4.958914653,3.132543113,-0.876802789,-1.523828511,-0.790793109,-1.096647709,1.38954332,1.504864666,-0.07134386,0.777066211,4.262020025,1.367168624,-1.177810307,2.292152908,1.709297734,2.087639521,4.519822657,2.199003976,3.770199781,0.199386493,1.920355942,3.196598148,4.43869845,4.888919042,0.155857386,-3.510397937,0.25444929,3.255477835,0.379407372,5.470234241,1.000845092,5.211516472,-5.063562801,0.93597456,2.116046486,-0.55365199,1.127963594,1.876215362,2.049214442,2.608918236,4.615577606,1.312052388,-1.472084395,1.327568787,3.946949163,4.044699184,3.269735725,1.029420173,0.923869282,4.720215779,-0.673421385,1.55867149,2.939744298,1.424656031,0.680039406,4.794683488,2.040644907,3.294567506,2.166023997,3.746474417,4.396313723,-0.148551979,3.475199045,3.483534109,4.733045095,-3.063285213,-2.651028213,2.085788017,-0.063445405,-1.152992361,-0.261164385,1.522566642,3.096403214,1.759757708,-1.610562996,0.790423775,4.8991227,3.626078838,5.321455025,-2.365374058,1.03506979,-3.219735663,-2.79255486,-5.453149041,-1.702679713,-0.075308898,0.219054408,-5.453149041,-2.817511849,-4.153160361,-5.311622394,-3.123902033,1.26289458,-1.354794038,-2.034026885,-5.453149041,-1.690847731,-3.872153802,-3.6359577,-4.216357383,7.512782731,-3.872153802,-0.225596077,-2.563655609,-1.308531546,-2.768010403,0.411217673,-1.049997614,-2.563655609,-3.394632386,-6.482407369,-4.282364066,-3.35796618,-2.157840727,-6.211677016,-2.743865059,-1.104567225,-3.322183584,-0.709493747,2.228745574,-3.6359577,-4.851071516,-4.423890713,-5.784496214,-7.240935344,-2.976761368,-2.384052366,-8.872271197,-5.311622394,-5.784496214,-4.953519437,-2.521824508,-3.093284332,-5.982777764,-1.33611573,-3.033880175,-1.621769886,1.482783874,-6.813754541,1.050031185,-5.063562801,-5.182418688,-2.976761368,-4.153160361,-2.094643705,-1.577441045,-2.2753522,-3.592913936,-2.842895474,-4.034304473,-1.354794038,-1.990134846,-3.551082835,-2.422128962,-4.755237886,-2.328707852,-4.423890713,-3.510397937,-4.034304473,-2.048950688,-1.254854404,-2.768010403,-4.580341163,-5.609599491,-3.063285213,-4.216357383,-3.063285213,-3.924261109,-5.182418688,-1.690847731,-1.813637146,0.55819638,-3.219735663,-2.606699373,-4.953519437,-4.153160361,1.129728188,-3.510397937,-6.813754541,0.142202983,-5.311622394,-2.563655609,-5.982777764,-4.500056428,-3.924261109,-5.063562801,0.082728838,-0.997362528,-5.182418688,-2.563655609,-6.211677016,-2.868720575
F0_HFD7,-1.474959526,-0.579237516,1.680132112,-5.27121806,-1.102689558,-3.197013949,1.907716939,2.506432792,-2.324589392,2.41421136,-5.125678115,3.580722497,2.15711278,2.514526598,2.016344777,0.150183395,-2.570497168,-10.65361968,1.353085614,3.327419077,5.645899218,3.199705064,-2.792736188,-2.091864668,-2.324589392,-2.683980827,1.396843494,1.221381141,-2.363273745,1.25207102,4.542692025,1.530663272,-2.60378477,2.190249281,0.904386092,1.643931649,4.52881476,2.173005345,3.978889965,-0.468592821,1.839916238,2.636336045,5.0268563,5.309591397,0.334042984,-10.51799589,-2.780316918,3.109284474,0.329778551,6.10190542,0.409096154,5.646745983,-10.62055766,0.423327329,1.926002225,-1.022979243,0.909008834,2.0278313,1.483467443,2.568965569,5.175453082,-0.323846896,-0.986675638,0.423327329,3.795654956,4.501133822,2.992788117,0.942544938,0.107133574,5.02113921,-1.257985453,1.779793908,3.016334749,0.936494543,-0.438681032,5.324126797,1.432690456,2.949598208,3.083800869,3.803768214,4.73221077,-2.548648264,3.44286123,4.273863468,5.022645499,-3.922429318,-2.443275556,1.970483258,-1.263229127,-1.735967648,-1.107492108,1.878595675,2.808064974,1.620409783,-2.843303591,-1.668669094,5.049393441,4.266030714,5.814130543,-4.259305677,0.649234984,-4.536875868,-3.105455324,-10.52722143,-6.448052356,-0.882030063,0.585731652,-10.60806059,-3.395697737,-4.675750123,-10.38138899,-4.122047869,0.951581921,-1.382704702,-2.559538998,-10.64213636,-3.786228386,-5.666123837,-8.714970549,-5.604021371,5.250755215,-4.948556546,-2.100271994,-6.549207813,-3.150642596,-7.319607049,-1.102689558,-2.324589392,-10.5180197,-10.59385734,-10.66490692,-11.5632551,-10.4206747,-3.105455324,-10.58762387,-10.46088856,-4.28808255,-5.37535037,-1.416739188,2.244616638,-10.56681433,-6.014249657,-10.46761383,-10.46380778,-10.48407859,-10.55907023,-10.48687653,-10.56097496,-10.63183192,-10.65409982,-11.5632551,-3.228617265,-4.826457191,-5.429808165,-1.735967648,-10.44462527,-2.707577692,-0.831939775,-10.55719488,0.09985568,-10.59411328,-10.56799871,-3.898988728,-10.54182897,-10.64523463,-2.222371348,-4.019425575,-10.60156515,-2.463854145,-10.62828931,-0.178632092,-3.135451613,-11.5632551,-1.834703776,-10.43521222,-5.429808165,-10.57933205,-9.618998422,-7.674741743,-1.474959526,-6.77071387,-9.618998422,-5.544024483,-4.948556546,-2.559538998,-10.44844867,-3.580212481,-10.47609826,-7.883186939,-2.626329517,-3.120389916,1.154342548,-2.921971595,-10.65783902,-10.55866895,-10.49016287,1.370955897,-3.830474158,-5.604021371,-0.618927509,-10.59534559,-10.64601386,-10.64600856,-10.48999294,-4.471322497,-5.666123837,0.50832274,-1.206385917,-10.66281979,-3.105455324,-11.5632551,-4.175680419
F0_HFD8,0.167450712,0.59916727,1.965766987,-2.02314868,-0.674724867,-3.077470212,1.502855535,2.392903242,-2.638197271,2.652794364,-3.763510448,3.412532219,2.334390528,2.249304496,1.064207595,0.352203059,-0.858442463,-1.42430276,1.124268375,2.814564332,4.852341919,2.879176822,-1.0782439,-1.531946462,-0.706490099,-1.490665225,1.202256808,1.208946481,-0.289095169,0.778721329,4.089983853,1.510146928,-1.252796891,2.192833709,1.594974076,2.061782095,4.440457947,2.113650177,3.590629867,-0.195022503,1.864584512,3.177900805,4.075703739,4.749438711,-0.022986669,-4.112276307,-0.206462479,3.184431738,0.561884956,5.565695999,0.775750363,5.18957871,-4.112276307,1.036995565,2.103908481,-0.89441793,1.147632069,1.632298761,2.162602419,2.387861326,4.532331632,1.471463577,-1.027631948,1.28696822,3.746478727,4.090629715,3.174922728,1.036995565,0.316227593,4.686018425,-0.674724867,1.445106354,2.801605627,1.406627172,0.299955937,4.721137253,1.832695909,3.165352762,2.184754549,3.67613771,4.312808437,-0.319751474,3.668018244,3.365527895,4.64983155,-3.077470212,-3.038691158,1.759123887,-0.259055732,-0.950060754,-0.598148614,1.42213806,2.710045482,1.69304123,-2.102789408,0.34824833,4.797057277,3.67144235,5.348726984,-2.395571198,1.07641461,-2.928054653,-2.928054653,-5.602989605,-2.144261787,-0.235451926,0.189634027,-2.96403012,-2.552864925,-3.480989246,-6.105312244,-2.44618315,1.204490031,-1.51805883,-1.984866849,-6.867928733,-2.667760804,-3.381425051,-4.035700054,-4.928216665,6.080246209,-3.117283494,-1.130632069,-2.580770591,-1.311812861,-2.253281713,0.436657481,-0.706490099,-2.667760804,-3.334027114,-8.727746502,-4.278326128,-4.465183388,-1.806929165,-5.403639304,-2.370894444,-1.047671304,-6.105312244,-1.196025426,2.173136517,-3.533377415,-6.867928733,-4.368833209,-8.766899773,-8.650950744,-2.96403012,-2.638197271,-8.50805759,-5.833122638,-4.192993782,-4.928216665,-2.299221019,-3.334027114,-8.579183168,-1.741296195,-3.334027114,-1.929224025,0.946956505,-6.438445399,1.462103611,-5.227799877,-8.50805759,-3.334027114,-4.278326128,-2.580770591,-2.825054532,-2.370894444,-4.112276307,-2.042664117,-3.962860749,-0.858442463,-1.725329095,-4.928216665,-2.79224201,-5.602989605,-2.580770591,-5.602989605,-4.035700054,-4.465183388,-3.117283494,-3.587671021,-3.334027114,-3.430377293,-3.962860749,-2.276074669,-6.867928733,-3.644013919,-3.334027114,-3.962860749,-1.588826089,-1.450494829,0.772773474,-3.077470212,-2.082477399,-4.56818351,-4.035700054,1.034496971,-4.112276307,-5.070506149,-0.048594666,-4.928216665,-3.288087808,-5.833122638,-3.702566899,-3.644013919,-4.465183388,0.189634027,-1.450494829,-6.867928733,-3.644013919,-8.773526315,-3.038691158
F0_HFDT1,0.164827137,0.878035205,2.168421627,-2.547509465,-0.414590806,-2.301770955,1.678636087,2.602777974,-2.450682518,2.982015051,-3.824012297,3.555417171,2.320344664,2.24187979,1.360248792,0.284877233,-0.830834271,-1.103749497,1.277386257,3.109334644,5.087771888,3.138151192,-1.065272575,-1.077991184,-0.943575052,-0.787962005,2.003189405,1.933196257,-0.022084313,0.774841572,4.37379325,1.754920282,-1.00321618,2.398955924,1.746854034,2.283752317,4.65515748,2.280900998,3.884050912,0.386409952,2.060269212,3.315851539,4.488150155,5.057532418,0.838319392,-3.10369246,0.316049499,3.393045776,0.36165039,5.782740141,2.246264867,5.432817852,-4.484223114,1.037012063,2.299340449,-0.675896024,1.258038688,1.874805059,2.183701749,2.652844547,4.730856005,1.525361077,-1.436025465,1.573653527,4.024780039,4.22593678,3.468511288,1.186875321,1.124433601,4.945353888,-0.675896024,1.742804933,3.010645583,1.513635056,0.771024426,5.024780136,2.094491001,3.569023732,2.469951435,3.789978835,4.513626759,-0.465120115,3.746728457,3.626430577,4.929976245,-3.985486091,-2.800507977,2.17760797,-0.287464404,-0.787962005,0.015915574,1.380924769,3.161624016,2.003189405,-1.971179541,0.885146975,5.066597548,3.799544228,5.531922416,-2.389371,1.121395773,-3.10369246,-2.359611161,-8.415222342,-1.926100304,-0.302790368,0.215080281,-4.740247458,-2.246034501,-3.421917137,-6.290610389,-3.421917137,1.271883258,-1.485203488,-2.615635505,-9.118804479,-1.994226345,-4.606895252,-3.544589276,-3.985486091,6.789890518,-5.228304412,-0.535193283,-2.547509465,-1.588562887,-3.152349993,0.732320764,-0.841742385,-2.615635505,-3.308340477,-6.731507205,-4.606895252,-3.254560097,-2.800507977,-4.886318273,-2.686931317,-0.656372402,-4.073086137,-0.841742385,2.392335682,-4.606895252,-5.43295243,-6.290610389,-4.740247458,-8.415222342,-2.581193976,-2.76170632,-9.13188057,-5.669201228,-6.731507205,-4.370646454,-2.581193976,-2.84031758,-5.047792068,-1.282639201,-3.609815441,-1.818882921,0.635238167,-5.669201228,1.154485222,-6.290610389,-8.415222342,-2.450682518,-4.606895252,-2.301770955,-2.33041821,-2.615635505,-4.264909113,-2.723862828,-4.606895252,-0.931920368,-2.246034501,-4.264909113,-2.301770955,-6.290610389,-3.10369246,-4.606895252,-3.364076931,-3.677941482,-2.389371,-3.010780161,-3.10369246,-3.985486091,-5.669201228,-3.544589276,-3.749237293,-3.985486091,-4.370646454,-4.370646454,-1.372817184,-1.948474184,0.553766992,-4.264909113,-2.615635505,-4.073086137,-3.824012297,1.238443745,-3.677941482,-5.43295243,0.124569345,-5.43295243,-2.881188898,-6.731507205,-5.94862425,-3.985486091,-4.165998436,0.192948726,-0.979080507,-5.228304412,-2.615635505,-8.415222342,-3.421917137
F0_HFDT5,-1.12942727,0.143444514,1.233643179,-0.592920782,-0.418251628,-2.333849539,0.820395398,1.510932383,-4.207850146,1.867487206,-3.451358339,2.677910366,1.408860844,1.408860844,0.156895427,0.367187874,-1.577357732,-2.25189683,0.528951031,1.672880327,3.667769957,2.102574813,-1.785739498,-2.032202816,-1.62651972,-1.12942727,1.491125352,1.171906163,-0.547092472,-0.227540776,3.140434507,0.938017873,-2.333849539,1.491125352,0.844752916,1.39821665,3.343758061,1.460859782,2.738721474,-0.877199313,1.04622006,2.21516361,3.293422487,3.803300684,0.49811002,-3.906203424,-0.209869862,2.30277206,-0.377896223,4.354113436,1.392862957,4.105127755,-3.659740106,0.434233301,1.365771756,-1.355251932,0.378595584,0.812177709,1.133463601,1.78175322,3.427274886,0.892189562,-1.730556094,0.434233301,2.987825039,3.134531416,2.594531496,0.455862653,0.787220587,3.789705473,-0.906271524,0.803909758,2.121481494,0.787220587,-0.029361366,3.663776436,1.269375806,2.249753276,1.587379928,2.607698539,3.320758921,-1.484092776,2.465028922,2.445472621,3.652733031,-2.514358036,-3.659740106,1.414151676,-0.459848932,-1.396849235,-0.547092472,1.025261413,2.105744347,0.876561577,-2.840362277,0.170213818,3.783313945,2.603323759,4.165782316,-2.421093079,0.170213818,-3.659740106,-2.614537614,-4.596740409,-0.358161483,-0.459848932,-0.459848932,-5.14485045,-3.451358339,-3.659740106,-4.596740409,-2.722739802,0.412252236,-0.79355579,-3.270849843,-5.14485045,-1.677537311,-2.032202816,-2.840362277,-3.270849843,4.686019087,-4.207850146,-0.245445749,-1.843271827,-1.785739498,-2.25189683,0.0159548,-1.730556094,-1.843271827,-3.270849843,-4.207850146,-2.722739802,-2.333849539,-1.484092776,-5.14485045,-2.514358036,0.607911031,-2.032202816,-2.032202816,1.263485576,-3.111630065,-3.451358339,-4.596740409,-3.659740106,-4.596740409,-2.514358036,-2.032202816,-6.936816482,-6.081850754,-3.659740106,-6.081850754,-2.032202816,-2.333849539,-7.129424897,-1.275711009,-2.174629761,-2.333849539,0.938017873,-7.120736531,1.371233605,-6.081850754,-7.150641286,-1.200591368,-2.722739802,-0.966361669,-3.270849843,-1.577357732,-3.451358339,-2.25189683,-1.843271827,-0.358161483,-1.577357732,-3.111630065,-2.614537614,-3.659740106,-0.877199313,-2.614537614,-2.101541384,-3.270849843,-1.903361973,-2.722739802,-2.421093079,-2.25189683,-3.270849843,-2.840362277,-6.081850754,-4.207850146,-2.614537614,-2.101541384,-1.355251932,-0.848739195,-0.48113765,-3.111630065,-2.101541384,-5.14485045,-5.14485045,0.569007463,-2.614537614,-2.174629761,0.059800991,-5.14485045,-2.421093079,-5.14485045,-5.14485045,-6.975451755,-2.032202816,-0.39792334,-0.935982735,-6.081850754,-3.111630065,-5.14485045,-1.903361973
